,year,file,lon,lat,date,time,site,pop,weather,wind,distance,temperature,notes
93,2019,23-C45-19-01,-7.363535,55.375729,2019-06-21,00:37,Ballyhillin,east_donegal,light rain,0,10,11,Weather: Calm- 11 degrees Celsius. Recording distance: 10 metres approx. Background noise: Very windy conditions. Car heard at end of recording during fade-out. 
94,2019,24-C24-19-02,-7.669766,55.253067,2019-06-24,00:54,Shannagh Lough,west_donegal,light rain,2,15,13,Weather: Very windy with rain showers- 13 degrees Celsius. Recording distance: 15 metres approx. Background noise: Sound of hedgerow being blown about by the wind.  
95,2019,25-C13-19-03,-7.80146,55.174292,2019-06-29,00:15,Umlagh,east_donegal,partly overcast,1,20,21,Weather: Light wind - 21 degrees Celsius.Very warm. Recording distance: 20 metres approx. Background noise: Traffic noise from nearby road.Dog barking and other urban noise. Unidentified hum from unknown external source. 
96,2019,26-C24-19-03,-7.656818,55.266256,2019-06-30,00:38,Ballure,east_donegal,light rain,2,30,15,Weather: Very windy conditions - 15 degrees. Believed a 2nd location for this bird having been disturbed by mowing activities. Recording distance: 30 metres approx. Background noise: Wind noise and noise from nearby vegetation in hedgerow. Also echo off of nearby buildings. 
97,2019,27-C45-19-03,-7.36711,55.377095,2019-07-01,23:50,Ballyhillin,east_donegal,light rain,2,15,13,"Weather: Very windy conditions. Sudden storm-like conditions - 13 degrees celsius. Very short recording. Bird was not calling too regularly before the storm, possibly due to a cool wind chill factor. Recording was made by setting up the microphone inside the car, close to an open window to avoid impact on sound by wind. Recording distance: 15 metres approx. Background noise: Wind noise and noise from nearby vegetation. "
98,2019,28-C03-19-05,-7.9829,55.188037,2019-07-08,00:33,Dunfanaghy,west_donegal,partly overcast,1,50,10,"Weather: Light wind. 10 degrees celsius. Recording distance: 50 metres approx. Background noise: Urban noise inc. traffic, estuary birds calling and some wind noise "
99,2019,29-C45-19-04,-7.345864,55.35278,2019-07-16,22:59,Ardmalin,east_donegal,rain,2,18,15,"Weather: Strong wind and rain. 15 degrees celsius. Recording distance: 15-20 metres approx. Background noise: The sea, wind and rain. Some farm livestock. "
100,2019,30-C24-19-04,-7.671575,55.254923,2019-07-26,23:47,Shannagh Lough,west_donegal,overcast,1,10,19,Weather: Light wind and dry. 19 degrees celsius. Recording distance: 10 metres approx. Background noise: The wind and traffic noise. Some conversation from people in nearby houses and dogs barking. C24/19/02 can be heard calling in the distant background. 
101,2019,31-C24-19-02,-7.671575,55.254923,2019-07-26,23:59,Shannagh Lough,west_donegal,overcast,1,12,19,Weather: Light wind and dry. 19 degrees celsius. Recording distance: 175 metres approx. This recording is attempting to capture C24/19/02 who is calling in the distance. Was unable to get closer due to the distance and difficult terrain to be negotiated in the dark. Background noise: The wind passing through a wire fence and traffic noise. Some conversation from people in nearby houses and dogs barking. C24/19/04 can be heard calling about 12metres away.  
102,2019,32-C45-19-04,-7.34579,55.353453,2019-08-08,22:54,Ardmalin,east_donegal,clear,2,35,13,Weather: Strong wind and dry. 13 degrees celsius. Recording distance: 35 metres approx. Was unable to get closer due not having a suitable windshield so had to make this recording from behind an embankment to reduce wind-noise. Background noise: Gusty wind with distant traffic noise. Some fluttering in the sound quality caused by wind hitting the microphone head on. 
103,2019,33-C45-19-05,-7.347878,55.35978,2019-08-08,23:50,Ardmalin,east_donegal,clear,2,240,13,Weather: Strong wind and dry. 13 degrees celsius. Recording distance: 240 metres approx. Background noise:  Gusty wind passing through vegetation and distant traffic noise. Some fluttering in the sound quality caused by wind hitting the microphone head on. Was unable to get closer due to a wire fence with no gate. Terrain was also dangerous in the dark. Two recordings made in an attempt to provide best quality. 
104,2022,1-ZOOM0001,55.156601,-8.087614,2022-04-20,21:46,Falcarragh,west_donegal,clear,1,5,11,
105,2022,1-ZOOM0006,55.156083,-8.088598,2022-04-29,22:07,Falcarragh,west_donegal,clear,0,5,11,Triggered by the car approaching?
106,2022,1-ZOOM0007,55.156083,-8.088598,2022-04-29,22:19,Falcarragh,west_donegal,clear,0,5,11,
107,2022,1-ZOOM0008,55.156083,-8.088598,2022-04-29,22:23,Falcarragh,west_donegal,clear,0,5,11,
108,2022,1-ZOOM0009,55.156083,-8.088598,2022-04-29,22:30,Falcarragh,west_donegal,clear,0,20,11,
109,2022,1-ZOOM0010,53.614958,-10.199653,2022-04-30,23:03,Inishbofin (Galway),galway,overcast,1,15,11,
110,2022,1-ZOOM0011,53.614958,-10.199653,2022-04-30,23:05,Inishbofin (Galway),galway,overcast,1,5,11,
111,2022,1-ZOOM0012,53.624092,-10.190134,2022-04-30,23:49,Inishbofin (Galway),galway,overcast,1,10,11,
112,2022,1-ZOOM0013,53.624092,-10.190134,2022-05-01,00:17,Inishbofin (Galway),galway,overcast,1,10,11,
113,2022,1-ZOOM0014,53.613856,-10.213183,2022-05-01,09:51,Inishbofin (Galway),galway,overcast,1,10,11,
114,2022,2-ZOOM0001,54.210495,-10.033842,2022-05-04,01:02,Binghamstown,mullet,overcast,1,20,10,
115,2022,2-ZOOM0002,54.252353,-9.992159,2022-05-04,02:30,Mushroom factory,mullet,light rain,2,10,10,
116,2022,2-ZOOM0003,54.251879,-9.99116,2022-05-04,02:40,Mushroom factory,mullet,rain,2,20,9,
117,2022,2-ZOOM0004,54.251879,-9.99116,2022-05-04,02:45,Mushroom factory,mullet,rain,2,10,9,Car in the background
118,2022,2-ZOOM0005,54.210495,-10.033842,2022-05-04,03:17,Binghamstown,mullet,overcast,1,10,11,
119,2022,2-ZOOM0006,54.254059,-9.993205,2022-05-04,10:46,Mushroom factory,mullet,overcast,1,10,12,Very close to each other birds. Too brief for analysis?
120,2022,2-ZOOM0007,54.254062,-9.993318,2022-05-04,11:00,Mushroom factory,mullet,overcast,2,20,12,Very close to each other birds
121,2022,2-ZOOM0008,54.254062,-9.993318,2022-05-04,11:04,Mushroom factory,mullet,overcast,1,20,12,
122,2022,2-ZOOM0009,54.254059,-9.993205,2022-05-04,11:07,Mushroom factory,mullet,overcast,1,10,12,
123,2022,2-ZOOM0010,54.254059,-9.993205,2022-05-04,11:08,Mushroom factory,mullet,overcast,1,10,12,
124,2022,3-ZOOM0001,54.244473,-10.068278,2022-05-12,23:55,Termoncarragh Graveyard,mullet,overcast,2,15,11,Cold night
125,2022,3-ZOOM0002,54.244473,-10.068278,2022-05-13,00:03,Termoncarragh Graveyard,mullet,overcast,2,5,11,Cold night
126,2022,4-bird1,55.263768,-8.230748,2022-05-17,23:28,Tory Island,east_donegal,overcast,2,16,7,Very close to multiple structures. Lots of Echos. Strong winds
127,2022,4-bird2,55.264597,-8.230007,2022-05-17,23:32,Tory Island,east_donegal,overcast,2,15,7,
128,2022,5-ZOOM0002,54.251735,-9.991375,2022-05-20,22:55,Mushroom factory,mullet,overcast,1,10,11,Parabolic mic not properly plug
129,2022,5-ZOOM0003,54.251735,-9.991375,2022-05-20,22:58,Mushroom factory,mullet,overcast,1,10,11,Parabolic mic not properly plug
130,2022,5-ZOOM0004,54.251936,-9.991967,2022-05-20,23:04,Mushroom factory,mullet,overcast,1,5,11,Parabolic mic not properly plug
131,2022,5-ZOOM0005,54.251936,-9.991967,2022-05-20,23:07,Mushroom factory,mullet,overcast,1,5,11,Parabolic mic not properly plug
132,2022,5-ZOOM0006,54.252646,-9.992186,2022-05-20,23:14,Mushroom factory,mullet,overcast,1,5,11,Parabolic mic not properly plug
133,2022,5-ZOOM0007,54.2114,-10.0345379,2022-05-21,00:40,Emlybeg,mullet,overcast,1,10,12,Parabolic mic not properly plug
134,2022,5-ZOOM0008,54.207362,-10.0623792,2022-05-21,01:35,Cross Lough,mullet,overcast,1,10,13,Parabolic mic not properly plug
135,2022,5-ZOOM0009,54.207362,-10.0623792,2022-05-21,01:37,Cross Lough,mullet,overcast,1,5,13,
136,2022,5-ZOOM0010,54.207362,-10.0623792,2022-05-21,01:39,Cross Lough,mullet,overcast,1,5,13,
137,2022,6-ZOOM0001,55.155172,-8.089716,2022-05-25,20:10,"Drumnatinny, Falcarragh",west_donegal,overcast,2,10,12,
138,2022,6-ZOOM0002,55.155172,-8.089716,2022-05-25,23:51,"Drumnatinny, Falcarragh",west_donegal,light rain,1,10,9,
139,2022,6-ZOOM0003,55.155172,-8.089716,2022-05-25,23:53,"Drumnatinny, Falcarragh",west_donegal,light rain,1,5,9,
140,2022,6-ZOOM0004,55.155854,-8.088959,2022-05-25,23:59,"Drumnatinny, Falcarragh",west_donegal,light rain,1,10,10,
141,2022,6-ZOOM0005,55.156247,-8.089099,2022-05-26,00:04,"Drumnatinny, Falcarragh",west_donegal,rain,1,50,10,
142,2022,7-ZOOM0001,55.354507,-7.347236,2022-06-02,23:12,GAA Gortnamalin,east_donegal,overcast,1,40,13,
143,2022,7-ZOOM0002,55.354507,-7.347236,2022-06-02,23:17,GAA Gortnamalin,east_donegal,overcast,1,20,13,
144,2022,7-ZOOM0003,55.354507,-7.347236,2022-06-02,23:21,GAA Gortnamalin,east_donegal,overcast,1,10,13,
145,2022,7-ZOOM0004,55.352738,-7.345347,2022-06-02,23:29,GAA Gortnamalin,east_donegal,overcast,1,60,13,
146,2022,7-ZOOM0005,55.352738,-7.345347,2022-06-02,23:33,GAA Gortnamalin,east_donegal,overcast,1,15,13,
147,2022,7-ZOOM0006,55.297853,-7.214283,2022-06-03,00:19,Templemoyle,east_donegal,overcast,1,10,12,
148,2022,7-ZOOM0007,55.297853,-7.214283,2022-06-03,00:22,Templemoyle,east_donegal,overcast,1,5,12,
149,2022,8-ZOOM0001,54.2486754,-10.0620875,2022-06-08,23:33,Termoncarragh,mullet,clear,1,50,14,
150,2022,8-ZOOM0002,54.2486754,-10.0620875,2022-06-08,23:35,Termoncarragh,mullet,clear,1,50,14,
151,2022,8-ZOOM0003,54.2486754,-10.0620875,2022-06-08,23:39,Termoncarragh,mullet,clear,1,10,14,
152,2022,8-ZOOM0004,54.2486754,-10.0620875,2022-06-08,23:42,Termoncarragh,mullet,clear,1,10,14,
153,2022,8-ZOOM0005,54.249632,-10.074922,2022-06-09,00:11,Termoncarragh,mullet,overcast,1,15,13,
154,2022,8-ZOOM0006,54.249632,-10.074922,2022-06-09,00:13,Termoncarragh,mullet,overcast,1,5,13,
155,2022,8-ZOOM0007,54.2186549,-10.0317715,2022-06-09,01:00,Binghamstown,mullet,overcast,1,25,14,ghp warbler in the background
156,2022,9-ZOOM0001,53.527979,-10.151864,2022-06-13,20:42,Omey Island (holiday house),galway,overcast,1,10,14,
157,2022,9-ZOOM0002,53.527597,-10.150233,2022-06-13,22:38,Omey Island (holiday house),galway,overcast,1,20,14,
158,2022,9-ZOOM0003,53.527597,-10.150233,2022-06-13,22:43,Omey Island (holiday house),galway,overcast,1,20,14,
159,2022,9-ZOOM0004,53.527597,-10.150233,2022-06-13,23:54,Omey Island (holiday house),galway,overcast,2,10,13,
160,2022,10-ZOOM0002,54.233257,-10.072321,2022-06-20,13:00,Annagh,mullet,clear,1,15,18,
161,2022,10-ZOOM0003,54.233257,-10.072321,2022-06-20,13:05,Annagh,mullet,clear,1,15,18,
162,2022,10-ZOOM0004,54.233257,-10.072321,2022-06-20,13:10,Annagh,mullet,clear,1,15,18,
163,2022,10-ZOOM0005,54.216422,-10.028058,2022-06-21,00:30,Emlybeg,mullet,light rain,1,35,15,
164,2022,10-ZOOM0006,54.216422,-10.028058,2022-06-21,00:35,Emlybeg,mullet,light rain,1,30,15,
165,2022,10-ZOOM0009,54.254054,-9.993586,2022-06-21,01:10,Mushroom factory,mullet,overcast,1,50,14,Far and beyond hill
166,2022,11-ZOOM0001,55.2083011,-7.8591812,2022-06-23,23:54,Downings,west_donegal,overcast,0,100,14,lots of eco around
167,2022,11-ZOOM0002,55.2083011,-7.8591812,2022-06-24,00:00,Downings,west_donegal,overcast,0,50,14,lots of eco around
168,2022,11-ZOOM0003,55.1882653,-7.981314,2022-06-24,00:42,Dunfanaghy,west_donegal,overcast,0,15,15,
169,2022,11-ZOOM0004,55.1882653,-7.981314,2022-06-24,00:44,Dunfanaghy,west_donegal,overcast,0,5,15,
170,2022,11-ZOOM0005,55.158245,-8.082098,2022-06-24,01:21,Errarooey Beg,west_donegal,overcast,0,15,14,
171,2022,11-ZOOM0006,55.158245,-8.082098,2022-06-24,01:22,Errarooey Beg,west_donegal,overcast,0,10,14,
172,2022,11-ZOOM0007,55.158591,-8.085375,2022-06-24,01:34,Errarooey Beg,west_donegal,overcast,0,20,14,
173,2022,11-ZOOM0008,55.1403711,-8.1171561,2022-06-24,01:54,Falcarragh,west_donegal,overcast,0,5,14,
174,2022,12-ZOOM0004,54.140429,-10.109159,2022-07-15,01:00,Tirraun,mullet,overcast,2,15,14,Machair (not ideal habitat)
175,2022,12-ZOOM0005,54.140429,-10.109159,2022-07-15,01:01,Tirraun,mullet,overcast,2,10,14,
176,2022,12-ZOOM0006,54.140429,-10.109159,2022-07-15,01:03,Tirraun,mullet,overcast,2,5,14,
177,2022,12-ZOOM0007,54.216212,-10.028949,2022-07-16,00:22,Emlybeg North,mullet,overcast,0,30,15,Already recorded bird?
178,2022,12-ZOOM0008,54.24184,-10.065477,2022-07-16,00:43,Termoncarragh,mullet,overcast,1,80,16,Small nettle patches
179,2022,12-ZOOM0009,54.24184,-10.065477,2022-07-16,00:54,Termoncarragh,mullet,overcast,1,50,16,
180,2022,12-ZOOM0010,54.24184,-10.065477,2022-07-16,00:57,Termoncarragh,mullet,overcast,1,10,16,
181,2022,12-ZOOM0011,54.245737,-10.067395,2022-07-16,01:11,Termoncarragh,mullet,overcast,1,60,16,
182,2022,12-ZOOM0012,54.245737,-10.067395,2022-07-16,01:13,Termoncarragh,mullet,overcast,1,40,16,
183,2022,12-ZOOM0013,54.245737,-10.067395,2022-07-16,01:15,Termoncarragh,mullet,overcast,1,20,16,
184,2022,12-ZOOM0014,54.253223,-9.993817,2022-07-16,01:37,Mushroom factory,mullet,overcast,0,30,15,
185,2022,12-ZOOM0015,54.253223,-9.993817,2022-07-16,01:39,Mushroom factory,mullet,overcast,0,20,15,
186,2022,13-ZOOM0001,55.137497,-8.129866,2022-07-26,23:25,"Glebe, Falcarragh",west_donegal,clear,0,10,10,
187,2022,13-ZOOM0002,55.137497,-8.129866,2022-07-26,23:26,"Glebe, Falcarragh",west_donegal,clear,0,5,10,
188,2022,13-ZOOM0003,55.13605,-8.133121,2022-07-26,23:32,Joe's field,west_donegal,clear,0,5,10,
189,2022,13-ZOOM0004,55.13605,-8.133121,2022-07-26,23:34,Joe's field,west_donegal,clear,0,3,10,
190,2022,13-ZOOM0005,55.188216,-7.981452,2022-07-27,00:40,Dunfanaghy,west_donegal,clear,0,15,10,
191,2022,13-ZOOM0006,55.194075,-7.985858,2022-07-27,00:50,"Muntermellan, Upper Dunfanaghy",west_donegal,clear,0,20,9,
192,2022,13-ZOOM0007,55.194075,-7.985858,2022-07-27,00:51,"Muntermellan, Upper Dunfanaghy",west_donegal,clear,0,20,10,
193,2022,13-ZOOM0008,55.155312,-8.088291,2022-07-27,01:18,"Drumnatinny, Falcarragh",west_donegal,clear,0,50,6,
194,2022,13-ZOOM0009,55.155312,-8.088291,2022-07-27,01:20,"Drumnatinny, Falcarragh",west_donegal,clear,0,50,6,
195,2022,13-ZOOM0010,55.158116,-8.084671,2022-07-27,01:29,"Drumnatinny, Falcarragh",west_donegal,clear,0,30,6,
196,2022,13-ZOOM0011,55.158116,-8.084671,2022-07-27,01:35,"Drumnatinny, Falcarragh",west_donegal,clear,0,30,6,
197,2022,S4A16872_20220422,55.352139,-7.345437,2022-04-22,23:19,GAA Malin,east_donegal,overcast,2,NA,11,
198,2022,S4A16866_20220506,54.253174,-9.993094,2022-05-06,22:12,Mushroom factory,west_donegal,clear,0,NA,13,
199,2022,S4A16993_20220528,55.352138,-7.345437,2022-05-28,00:21,GAA Malin,east_donegal,overcast,1,NA,12,
200,2022,S4A17026_20220601,55.135897,-8.13292,2022-06-01,00:48,Joe's field,west_donegal,light rain,0,NA,7,Another calling male further afar
201,2022,S4A16904_20220601,55.376243,-7.363683,2022-06-01,11:49,Malin Head,east_donegal,clear,0,NA,22,Called briefly
202,2022,S4A17026_20220613,54.253175,-9.993094,2022-06-13,05:22,Mushroom factory,mullet,light rain,1,NA,13,Another calling male further afar
203,2022,S4A17026_20220614,54.253176,-9.993094,2022-06-14,18:20,Mushroom factory,mullet,light rain,2,NA,16,Loud soft-calls at the beggining
204,2022,S4A16878_20220630,55.135898,-8.13292,2022-06-30,20:20,Joe's field,west_donegal,clear,0,NA,11,
205,2022,S4A17031_20220711,54.268797,-10.032215,2022-07-11,01:50,Aghadoon,mullet,partly overcast,1,NA,13,
206,2022,S4A16925_20220715,54.253173,-9.993094,2022-07-15,03:53,Mushroom factory,mullet,light rain,1,NA,14,
207,2022,S4A16863_20220707,54.250062,-10.073022,2022-07-07,18:17,Termoncarragh,mullet,partly overcast,1,NA,15,Several soft calls
208,2022,S4A16866_20220629,53.619914,-10.23319,2022-06-29,23:13,"Inishbofin, Westquarter",galway,partly overcast,1,NA,13,
